,aid,date,event,gender,gradeLevel,meet,result,state
1944,12741726,2018-May-10,100 Meters,f,9th Grade,IHSA 3A Girls Palatine Sectional,14.11,IL
1945,12741726,2018-Apr-12,200 Meters,f,9th Grade,Grayslake Central Girls Invitational,31.47,IL
1946,12741726,2018-Apr-26,200 Meters,f,9th Grade,Lake County Girls Championships,30.36,IL
1947,12741726,2018-May-10,200 Meters,f,9th Grade,IHSA 3A Girls Palatine Sectional,29.74SR,IL
1948,12741726,2018-Apr-12,High Jump,f,9th Grade,Grayslake Central Girls Invitational,NH,IL
1949,12741726,1201-Mar-8,55 Meter Dash,f,9th Grade,2018 NLCC Boys & Girls Indoor Championships,8.47SR,IL
1950,12741726,1201-Feb-24,200 Meters,f,9th Grade,Wheeling Wildcat Indoor Relays,32.24c,IL
1951,4447963,2011-Apr-29,High Jump,m,?,Georgia MS State Championships,5' 2,GA
1952,5213625,2007-May-29,Pole Vault,m,12th Grade,Class LL Championships,11' 0SR,CT
1953,5213625,1200-Dec-7,Pole Vault,m,12th Grade,Age Group Developmental Track Meet,NH,CT
1954,5213625,1200-Feb-10,Long Jump,m,12th Grade,Class LL,16' 4.75,CT
1955,5213625,2006-May-31,Pole Vault,m,11th Grade,Class LL Championships,11' 0,CT
1956,5213625,1200-Jan-29,SMR 1600m,m,10th Grade,"SCC Coaches InvitationalShawn Texiera, Andres Marrero, Nick Dowling, Nick Aviles",4:08.84,CT
1957,3384983,2014-May-2,100 Meters,m,?,Varsity Blues Classic HS Invit,11.72,ON
1958,3384983,2014-May-2,100 Meters,m,?,Varsity Blues Classic HS Invit,11.71,ON
1959,3384983,2014-May-15,100 Meters,m,?,TDSSAA East Region,11.80,ON
1960,3384983,2014-May-15,100 Meters,m,?,TDSSAA East Region,11.87,ON
1961,3384983,2014-May-15,100 Meters,m,?,TDSSAA East Region,11.70,ON
1962,3384983,2014-May-27,100 Meters,m,?,Metro Regional Championships,11.78,ON
1963,3384983,2011-May-11,100 Meters,m,?,Toronto East Region Meet,DNF,ON
1964,11953842,2019-May-4,1600 Meters,m,7th Grade,Trinity Lutheran Invitational,5:38.30,OH
1965,11953842,2019-May-18,1600 Meters,m,7th Grade,Lutheran Regional Monroe,5:47.54,OH
1966,11953842,2019-Jun-2,1600 Meters,m,7th Grade,Michigan Lutheran State Championship,5:26.79,OH
1967,11953842,2018-May-19,800 Meters,m,6th Grade,Lutheran Regional Monroe,2:49.16,OH
1968,11953842,2018-Jun-2,800 Meters,m,6th Grade,Michigan Lutheran State Championship,2:45.53,OH
1969,11953842,2018-May-19,1600 Meters,m,6th Grade,Lutheran Regional Monroe,5:50.85SR,OH
1970,11953842,2018-Jun-2,1600 Meters,m,6th Grade,Michigan Lutheran State Championship,5:53.36,OH
1971,11953842,2017-May-20,800 Meters,m,5th Grade,Lutheran Regional Monroe,2:56.09SR,OH
1972,6892609,2014-Apr-9,Shot Put - 12lb,m,?,Yorktown Home Meet,35' 3,VA
1973,6892609,2014-Apr-9,Discus - 1.6kg,m,?,Yorktown Home Meet,47' 4.75,VA
1974,9091860,1201-Dec-14,Shot Put - 12lb,m,?,Hill School Invitational,28' 2.25,PA
1975,9091860,1201-Dec-16,Shot Put - 12lb,m,?,Hill School Invitational,26' 3.25SR,PA
1976,9091860,1201-Jan-13,Shot Put - 12lb,m,?,Hill Prep Invitational,25' 2,PA
1977,10854305,1978-Mar-1,"120y Hurdles - 30""",m,8th Grade,Waldo Mustangs 1978 Season's Best List,18.94c,OR
1978,10853997,1201-Dec-3,300 Meters,f,10th Grade,Fort Defiance Polar Bear A-1,NT,VA
1979,10853997,1201-Dec-12,1000 Meters,f,10th Grade,Valley Tri Meet #2,3:58.54,VA
1980,10853997,1201-Dec-15,1000 Meters,f,10th Grade,Liberty Christmas HS Invitational,3:49.49,VA
1981,10853997,1201-Dec-21,1000 Meters,f,10th Grade,Holiday Track Classic,3:45.08,VA
1982,10853997,1201-Dec-21,1600 Meters,f,10th Grade,Holiday Track Classic,6:38.49,VA
1983,10853997,1201-Feb-2,1600 Meters,f,10th Grade,Winter Last Chance Invitational,6:43.90,VA
1984,10853997,1201-Feb-6,1600 Meters,f,10th Grade,Valley District Championships,6:38.49,VA
1985,10853997,1201-Jan-5,3200 Meters,f,10th Grade,Bulldog Invitational,14:35.35,VA
1986,10853997,1201-Feb-2,3200 Meters,f,10th Grade,Winter Last Chance Invitational,13:46.90,VA
1987,10853997,1201-Feb-6,3200 Meters,f,10th Grade,Valley District Championships,13:46.90,VA
1988,10853997,1201-Feb-16,3200 Meters,f,10th Grade,VHSL Region 3C,13:45.86,VA
1989,10853997,1201-Jan-25,300 Meters,f,?,Fort Defiance Polar Meet A-2,50.44c,VA
1990,10853997,1201-Jan-4,500 Meters,f,?,Fort Defiance Polar Bear B-1,1:49.7h,VA
1991,10853997,1201-Jan-18,500 Meters,f,?,Fort Defiance Polar Meet B-2,1:40.49,VA
1992,10853997,1201-Jan-18,1000 Meters,f,?,Fort Defiance Polar Meet B-2,3:58.14SR,VA
1993,9288977,2016-Apr-14,Long Jump,f,10th Grade,Whittier vs. Santa Fe,13' 10,CA
1994,9288977,2016-Mar-3,Triple Jump,f,10th Grade,Whittier vs. Schurr,27' 0,CA
1995,9288977,2016-Apr-14,Triple Jump,f,10th Grade,Whittier vs. Santa Fe,28' 10,CA
1996,3857031,2017-Jun-6,200 Meters,f,12th Grade,MSTCA South Heptathlon,28.69SR,MA
1997,3857031,2017-Jun-6,800 Meters,f,12th Grade,MSTCA South Heptathlon,2:35.51SR,MA
1998,3857031,2017-May-10,"100m Hurdles - 33""",f,12th Grade,Mayflower League Championships,16.65,MA
1999,3857031,2017-May-10,"100m Hurdles - 33""",f,12th Grade,Mayflower League Championships,16.76,MA
2000,3857031,2017-May-20,"100m Hurdles - 33""",f,12th Grade,South Shore Principal's,16.20,MA
2001,3857031,2017-May-20,"100m Hurdles - 33""",f,12th Grade,South Shore Principal's,16.37,MA
2002,3857031,2017-May-28,"100m Hurdles - 33""",f,12th Grade,MIAA Division 4 State Class Meet,18.16 (-.4),MA
2003,3857031,2017-Jun-6,"100m Hurdles - 33""",f,12th Grade,MSTCA South Heptathlon,16.21 (-1.3),MA
2004,3857031,2017-May-10,"400m Hurdles - 30""",f,12th Grade,Mayflower League Championships,1:08.41,MA
2005,3857031,2017-May-20,"400m Hurdles - 30""",f,12th Grade,South Shore Principal's,1:08.44,MA
2006,3857031,2017-May-28,"400m Hurdles - 30""",f,12th Grade,MIAA Division 4 State Class Meet,1:07.53SR,MA
2007,3857031,2017-Jun-3,"400m Hurdles - 30""",f,12th Grade,MIAA All-State Outdoor Championships,1:11.35,MA
2008,3857031,2017-Jun-6,Shot Put - 4kg,f,12th Grade,MSTCA South Heptathlon,23' 1.75,MA
2009,3857031,2017-Jun-6,Javelin - 600g,f,12th Grade,MSTCA South Heptathlon,63' 10SR,MA
2010,3857031,2017-Jun-6,High Jump,f,12th Grade,MSTCA South Heptathlon,4' 10.25,MA
2011,3857031,2017-Jun-6,Long Jump,f,12th Grade,MSTCA South Heptathlon,14' 9.25SR,MA
2012,3857031,2017-May-10,Triple Jump,f,12th Grade,Mayflower League Championships,36' 0.5,MA
2013,3857031,2017-May-20,Triple Jump,f,12th Grade,South Shore Principal's,36' 8.75,MA
2014,3857031,2017-May-28,Triple Jump,f,12th Grade,MIAA Division 4 State Class Meet,35' 3.25,MA
2015,3857031,2017-Jun-3,Triple Jump,f,12th Grade,MIAA All-State Outdoor Championships,35' 2 (-2.2),MA
2016,3857031,2017-Jun-6,Heptathlon Score,f,12th Grade,MSTCA South Heptathlon,3535,MA
2017,3857031,1201-Jan-4,300 Meters,f,12th Grade,EAC Meet #3,44.30,MA
2018,3857031,1201-Jan-11,300 Meters,f,12th Grade,EAC Meet #4,44.47,MA
2019,3857031,1201-Jan-27,300 Meters,f,12th Grade,Official EAC League Meet,44.60,MA
2020,3857031,1201-Feb-4,300 Meters,f,12th Grade,MSTCA Last Chance to Qualify,44.99,MA
2021,3857031,1201-Jan-4,600 Meters,f,12th Grade,EAC Meet #3,1:47.26,MA
2022,3857031,1201-Jan-18,600 Meters,f,12th Grade,EAC Meet #5,1:43.56,MA
2023,3857031,1201-Jan-27,600 Meters,f,12th Grade,Official EAC League Meet,1:46.54,MA
2024,3857031,1201-Feb-17,600 Meters,f,12th Grade,MIAA D5 State Championships,1:43.29,MA
2025,3857031,1201-Dec-14,"55m Hurdles - 33""",f,12th Grade,EAC Meet #1,10.52,MA
2026,3857031,1201-Dec-21,"55m Hurdles - 33""",f,12th Grade,EAC Meet #2,9.42,MA
2027,3857031,1201-Feb-4,"55m Hurdles - 33""",f,12th Grade,MSTCA Last Chance to Qualify,9.36,MA
2028,3857031,1201-Feb-4,"55m Hurdles - 33""",f,12th Grade,MSTCA Last Chance to Qualify,9.29,MA
2029,3857031,1201-Feb-17,"55m Hurdles - 33""",f,12th Grade,MIAA D5 State Championships,9.28,MA
2030,3857031,1201-Feb-17,"55m Hurdles - 33""",f,12th Grade,MIAA D5 State Championships,9.30,MA
2031,3857031,1201-Jan-27,Long Jump,f,12th Grade,Official EAC League Meet,15' 1.5SR,MA
2032,3857031,2016-Jun-7,200 Meters,f,11th Grade,MSTCA South Heptathlon Day 2,27.82 (.5,MA
2033,3857031,2016-Jun-7,200 Meters,f,11th Grade,MSTCA South Heptathlon Day 2,27.82 (.5),MA
2034,3857031,2016-Jun-7,800 Meters,f,11th Grade,MSTCA South Heptathlon Day 2,2:30.16,MA
2035,3857031,2016-Jun-7,800 Meters,f,11th Grade,MSTCA South Heptathlon Day 2,2:30.16,MA
2036,3857031,2016-May-11,"100m Hurdles - 33""",f,11th Grade,Mayflower League Championship,16.68,MA
2037,3857031,2016-May-11,"100m Hurdles - 33""",f,11th Grade,Mayflower League Championship,16.49,MA
2038,3857031,2016-May-21,"100m Hurdles - 33""",f,11th Grade,South Shore Principals Twilight Meet,16.69,MA
2039,3857031,2016-May-21,"100m Hurdles - 33""",f,11th Grade,South Shore Principals Twilight Meet,17.21,MA
2040,3857031,2016-May-28,"100m Hurdles - 33""",f,11th Grade,MIAA East D4 State Championships,16.37 (1.1)SR,MA
2041,3857031,2016-May-28,"100m Hurdles - 33""",f,11th Grade,MIAA East D4 State Championships,16.79 (-.8),MA
2042,3857031,2016-Jun-7,"100m Hurdles - 33""",f,11th Grade,MSTCA South Heptathlon Day 2,18.31 (1.2),MA
2043,3857031,2016-Jun-7,"100m Hurdles - 33""",f,11th Grade,MSTCA South Heptathlon Day 2,18.31 (1.2),MA
2044,3857031,2016-May-11,"400m Hurdles - 30""",f,11th Grade,Mayflower League Championship,1:08.17,MA
2045,3857031,2016-May-21,"400m Hurdles - 30""",f,11th Grade,South Shore Principals Twilight Meet,1:06.39,MA
2046,3857031,2016-May-28,"400m Hurdles - 30""",f,11th Grade,MIAA East D4 State Championships,1:06.47,MA
2047,3857031,2016-Jun-4,"400m Hurdles - 30""",f,11th Grade,MIAA All State Champioship,1:08.55,MA
2048,3857031,2016-Jun-7,Shot Put - 4kg,f,11th Grade,MSTCA South Heptathlon Day 2,22' 8.75,MA
2049,3857031,2016-Jun-7,Shot Put - 4kg,f,11th Grade,MSTCA South Heptathlon Day 2,22' 8.75SR,MA
2050,3857031,2016-Jun-7,Javelin - 600g,f,11th Grade,MSTCA South Heptathlon Day 2,73' 3.25,MA
2051,3857031,2016-Jun-7,Javelin - 600g,f,11th Grade,MSTCA South Heptathlon Day 2,73' 3.25,MA
2052,3857031,2016-Jun-7,High Jump,f,11th Grade,MSTCA South Heptathlon Day 2,4' 6,MA
2053,3857031,2016-Jun-7,High Jump,f,11th Grade,MSTCA South Heptathlon Day 2,4' 6SR,MA
2054,3857031,2016-Jun-7,Long Jump,f,11th Grade,MSTCA South Heptathlon Day 2,15' 6.5,MA
2055,3857031,2016-Jun-7,Long Jump,f,11th Grade,MSTCA South Heptathlon Day 2,15' 6.5,MA
2056,3857031,2016-May-11,Triple Jump,f,11th Grade,Mayflower League Championship,34' 8SR,MA
2057,3857031,2016-May-21,Triple Jump,f,11th Grade,South Shore Principals Twilight Meet,34' 7.75,MA
2058,3857031,2016-May-28,Triple Jump,f,11th Grade,MIAA East D4 State Championships,ND,MA
2059,3857031,2016-Jun-7,Heptathlon Score,f,11th Grade,MSTCA South Heptathlon Day 2,3427SR,MA
2060,3857031,1201-Jan-19,600 Meters,f,11th Grade,EAC League Championship,1:47.39,MA
2061,3857031,1201-Jan-23,600 Meters,f,11th Grade,MSTCA Coaches Invitational,1:44.11SR,MA
2062,3857031,1201-Feb-23,800 Meters,f,11th Grade,Pentathlon - Girls,2:33.75,MA
2063,3857031,1201-Jan-19,"55m Hurdles - 33""",f,11th Grade,EAC League Championship,9.84,MA
2064,3857031,1201-Jan-19,"55m Hurdles - 33""",f,11th Grade,EAC League Championship,12.60,MA
2065,3857031,1201-Jan-24,"55m Hurdles - 33""",f,11th Grade,MSTCA Coaches Elite Meet,10.00,MA
2066,3857031,1201-Feb-13,"55m Hurdles - 33""",f,11th Grade,MIAA D5 Indoor State Championships,11.87,MA
2067,3857031,1201-Feb-23,"55m Hurdles - 33""",f,11th Grade,Pentathlon - Girls,9.71SR,MA
2068,3857031,1201-Feb-23,Shot Put - 4kg,f,11th Grade,Pentathlon - Girls,21' 5.25,MA
2069,3857031,1201-Feb-23,High Jump,f,11th Grade,Pentathlon - Girls,4' 2,MA
2070,3857031,1201-Feb-23,Long Jump,f,11th Grade,Pentathlon - Girls,15' 6,MA
2071,3857031,1201-Feb-23,Pentathlon Score (Indoor),f,11th Grade,Pentathlon - Girls,2458,MA
2072,3857031,2015-May-12,"100m Hurdles - 33""",f,10th Grade,Mayflower League Championship Meet,17.09SR,MA
2073,3857031,2015-May-23,"100m Hurdles - 33""",f,10th Grade,South Shore Principals Meet,17.35,MA
2074,3857031,2015-May-23,"100m Hurdles - 33""",f,10th Grade,South Shore Principals Meet,18.75,MA
2075,3857031,2015-Jun-3,"100m Hurdles - 33""",f,10th Grade,MIAA Div 4 Meet,17.44 (-.9),MA
2076,3857031,2015-May-12,"400m Hurdles - 30""",f,10th Grade,Mayflower League Championship Meet,1:10.12,MA
2077,3857031,2015-May-23,"400m Hurdles - 30""",f,10th Grade,South Shore Principals Meet,1:10.47,MA
2078,3857031,2015-Jun-3,"400m Hurdles - 30""",f,10th Grade,MIAA Div 4 Meet,1:09.87SR,MA
2079,3857031,2015-May-12,Triple Jump,f,10th Grade,Mayflower League Championship Meet,30' 10,MA
2080,3857031,2015-May-23,Triple Jump,f,10th Grade,South Shore Principals Meet,30' 11SR,MA
2081,3857031,1201-Jan-16,600 Meters,f,10th Grade,Eastern Athletic Conference Championship,1:54.97SR,MA
2082,3857031,1201-Jan-16,Long Jump,f,10th Grade,Eastern Athletic Conference Championship,12' 9SR,MA
2083,3857031,2014-May-13,"100m Hurdles - 33""",f,9th Grade,Mayflower League Championship Meet,18.48SR,MA
2084,3857031,2014-May-24,"100m Hurdles - 33""",f,9th Grade,South Shore Principals Meet,18.72,MA
2085,3857031,2014-May-13,"400m Hurdles - 30""",f,9th Grade,Mayflower League Championship Meet,1:12.65SR,MA
2086,3857031,2014-May-24,"400m Hurdles - 30""",f,9th Grade,South Shore Principals Meet,1:15.56,MA
2087,3857031,2014-May-31,"400m Hurdles - 30""",f,9th Grade,MIAA D4 Championships,1:14.33,MA
2088,3857031,2014-May-13,Long Jump,f,9th Grade,Mayflower League Championship Meet,12' 5SR,MA
2089,3857031,2014-May-24,Triple Jump,f,9th Grade,South Shore Principals Meet,28' 11.25SR,MA
2090,3857031,1201-Dec-21,"55m Hurdles - 33""",f,9th Grade,Winter Festival- Small School,11.07SR,MA
2091,3857031,2013-May-14,"100m Hurdles - 33""",f,8th Grade,Mayflower Championship,19.96SR,MA
2092,3857031,2013-May-18,"100m Hurdles - 33""",f,8th Grade,South Shore Principals,20.82,MA
2093,3857031,2013-May-14,"400m Hurdles - 30""",f,8th Grade,Mayflower Championship,1:19.41SR,MA
2094,3857031,2013-May-14,Long Jump,f,8th Grade,Mayflower Championship,11' 9SR,MA
2095,3857031,1201-Dec-16,"55m Hurdles - 33""",f,8th Grade,MSTCA Winter Festival,11.72SR,MA
2096,3857031,2012-May-15,"100m Hurdles - 33""",f,7th Grade,Mayflower League Meet @ Sacred Heart,21.27SR,MA
2097,3857031,2012-May-15,"400m Hurdles - 30""",f,7th Grade,Mayflower League Meet @ Sacred Heart,1:20.87SR,MA
2098,3857031,2012-May-15,Long Jump,f,7th Grade,Mayflower League Meet @ Sacred Heart,11' 10SR,MA
2099,3857031,1201-Jan-23,"55m Hurdles - 33""",f,7th Grade,E.A.C. Championship,12.05SR,MA
2100,5670936,1989-May-20,"300m Hurdles - 36""",m,10th Grade,Catholic Conference Classic,48.04c,MA
2101,5670936,1989-May-20,Triple Jump,m,10th Grade,Catholic Conference Classic,36' 6.5,MA
2102,9243914,2019-Feb-16,200 Meters,f,12th Grade,Timber Creek Falcon Fast Invitational,28.49,TX
2103,9243914,2019-Mar-1,200 Meters,f,12th Grade,Northwest Texan Invitational (FULL),28.14SR,TX
2104,9243914,2019-Mar-29,200 Meters,f,12th Grade,Fossil Ridge Panther Invitational,29.24c,TX
2105,9243914,2018-Feb-17,100 Meters,f,11th Grade,Timber Creek Falcon Fast Relays,13.70SR,TX
2106,9243914,2018-Feb-17,200 Meters,f,11th Grade,Timber Creek Falcon Fast Relays,28.21,TX
2107,9243914,2018-Mar-2,200 Meters,f,11th Grade,Northwest Texan Invitational,28.02,TX
2108,9243914,2018-Mar-22,200 Meters,f,11th Grade,Chisholm Trail Ranger Invitational,27.99,TX
2109,9243914,2018-Mar-29,200 Meters,f,11th Grade,Fossil Ridge Panther Relays,27.84c,TX
2110,9243914,2018-Apr-5,200 Meters,f,11th Grade,UIL 6A District 03 (W-Th),27.08,TX
2111,9243914,2017-Feb-18,100 Meters,f,10th Grade,Timber Creek Falcon Fast Invitational,13.50SR,TX
2112,9243914,2017-Feb-18,200 Meters,f,10th Grade,Timber Creek Falcon Fast Invitational,27.75,TX
2113,9243914,2017-Mar-3,200 Meters,f,10th Grade,Northwest Texan Invitational,28.18,TX
2114,9243914,2017-Mar-10,200 Meters,f,10th Grade,Bubba Joiner Invitational,27.81,TX
2115,9243914,2017-Mar-25,200 Meters,f,10th Grade,Chisholm Trail Ranger Invitational,27.89,TX
2116,9243914,2017-Mar-31,200 Meters,f,10th Grade,Fossil Ridge Panther Invitational,27.34cSR,TX
2117,9243914,2017-Apr-6,200 Meters,f,10th Grade,UIL 6A District 03 (W-Th),28.35,TX
2118,9243914,2017-Feb-18,400 Meters,f,10th Grade,Timber Creek Falcon Fast Invitational,1:07.38,TX
2119,9243914,2017-Feb-18,Long Jump,f,10th Grade,Timber Creek Falcon Fast Invitational,13' 4.25,TX
2120,9243914,2017-Mar-3,Long Jump,f,10th Grade,Northwest Texan Invitational,12' 2.5,TX
2121,9243914,2017-Mar-10,Long Jump,f,10th Grade,Bubba Joiner Invitational,13' 10,TX
2122,9243914,2017-Mar-25,Long Jump,f,10th Grade,Chisholm Trail Ranger Invitational,14' 1,TX
2123,9243914,2016-Feb-20,100 Meters,f,9th Grade,Timber Creek Falcon Fast Invitational 2016,14.21,TX
2124,9243914,2016-Mar-10,100 Meters,f,9th Grade,Richland Rigsby Relays,14.74c (2.0),TX
2125,9243914,2016-Mar-24,100 Meters,f,9th Grade,Fossil Ridge Panther Relays,13.94c,TX
2126,9243914,2016-Apr-7,100 Meters,f,9th Grade,UIL 6A District 5 Finals,13.48,TX
2127,9243914,2016-Apr-7,100 Meters,f,9th Grade,UIL 6A District 5 Finals,13.46,TX
2128,9243914,2016-Mar-5,200 Meters,f,9th Grade,Northwest Texan Invitational,29.74c,TX
2129,9243914,2016-Mar-10,200 Meters,f,9th Grade,Richland Rigsby Relays,29.24c (2.0),TX
2130,9243914,2016-Mar-24,200 Meters,f,9th Grade,Fossil Ridge Panther Relays,29.34c,TX
2131,9243914,2016-Apr-7,200 Meters,f,9th Grade,UIL 6A District 5 Finals,28.15,TX
2132,9243914,2016-Apr-7,200 Meters,f,9th Grade,UIL 6A District 5 Finals,28.00SR,TX
2133,8597392,2018-Jun-3,200 Meters,f,Age 15-16,2018 DMV/WV Youth Challenge Track and Field Invitational,29.21SR,MD
2134,8597392,2018-Jun-3,400 Meters,f,Age 15-16,2018 DMV/WV Youth Challenge Track and Field Invitational,1:05.93,MD
2135,8597392,2018-Jun-17,800 Meters,f,Age 15-16,USATF Potomac Valley Association Junior Olympic Championships,2:40.49,MD
2136,8597392,2018-Jul-8,800 Meters,f,Age 15-16,USATF Region 3 Junior Olympic Championships,2:41.76,MD
2137,8597392,1201-Feb-18,200 Meters,f,Age 15-16,2018 Rising Stars Track Classic,29.89,MD
2138,8597392,1201-Mar-11,200 Meters,f,Age 15-16,USATF Hershey Youth Indoor Nationals 15-18/HS,29.65SR,MD
2139,8597392,1201-Feb-18,400 Meters,f,Age 15-16,2018 Rising Stars Track Classic,1:10.09,MD
2140,8597392,1201-Mar-11,400 Meters,f,Age 15-16,USATF Hershey Youth Indoor Nationals 15-18/HS,1:09.37SR,MD
2141,8597392,1201-Feb-18,800 Meters,f,Age 15-16,2018 Rising Stars Track Classic,2:56.10,MD
2142,8597392,1201-Mar-11,800 Meters,f,Age 15-16,USATF Hershey Youth Indoor Nationals 15-18/HS,2:46.23,MD
2143,8597392,2017-Jun-3,200 Meters,f,Age 13-14,PVA Local Qualifier Montgomery & Western MD,30.34cSR,MD
2144,8597392,2017-Jun-3,400 Meters,f,Age 13-14,PVA Local Qualifier Montgomery & Western MD,1:06.74cSR,MD
2145,8597392,1201-Feb-15,55 Meter Dash,f,Age 13-14,USATF North Carolina Junior Olympics Championships,8.09SR,MD
2146,8597392,1201-Feb-15,200 Meters,f,Age 13-14,USATF North Carolina Junior Olympics Championships,28.59SR,MD
2147,8597392,1201-Feb-15,400 Meters,f,Age 13-14,USATF North Carolina Junior Olympics Championships,1:07.74SR,MD
2148,8597392,2016-Jun-4,100 Meters,f,Age 13-14,PVA Junior Olympics Local Qualifier (Watkins Mill HS),13.87,MD
2149,8597392,2016-Jun-4,100 Meters,f,Age 13-14,PVA Junior Olympics Local Qualifier (Watkins Mill HS),13.66,MD
2150,8597392,2016-Jun-19,100 Meters,f,Age 13-14,USATF Potomac Valley Association (14 & Under) Junior Olympic Championships,13.52,MD
2151,8597392,2016-Jun-4,200 Meters,f,Age 13-14,PVA Junior Olympics Local Qualifier (Watkins Mill HS),28.04,MD
2152,8597392,2016-Jun-19,200 Meters,f,Age 13-14,USATF Potomac Valley Association (14 & Under) Junior Olympic Championships,28.23,MD
2153,8597392,2016-Jun-4,400 Meters,f,Age 13-14,PVA Junior Olympics Local Qualifier (Watkins Mill HS),1:06.01SR,MD
2154,8597392,1201-Feb-27,55 Meter Dash,f,Age 13-14,PVA Under 14 National Invitational Complete Results,7.98,MD
2155,8597392,1201-Mar-13,55 Meter Dash,f,Age 13-14,USATF Hershey 8U-14 Youth Indoor Championships,7.91,MD
2156,8597392,1201-Feb-27,200 Meters,f,Age 13-14,PVA Under 14 National Invitational Complete Results,28.33,MD
2157,8597392,1201-Mar-13,200 Meters,f,Age 13-14,USATF Hershey 8U-14 Youth Indoor Championships,27.54,MD
2158,8597392,1201-Feb-14,400 Meters,f,Age 13-14,2016 PVA Youth Indoor Invitational,1:04.28,MD
2159,8597392,1201-Feb-27,400 Meters,f,Age 13-14,PVA Under 14 National Invitational Complete Results,1:04.27,MD
2160,8597392,1201-Mar-13,400 Meters,f,Age 13-14,USATF Hershey 8U-14 Youth Indoor Championships,1:02.68,MD
2161,8597392,2015-Jun-21,800 Meters,f,Age 11-12,PVA Championships,2:48.28SR,MD
2162,8597392,2015-Jun-21,Long Jump,f,Age 11-12,PVA Championships,12' 4,MD
2163,4809649,2014-May-8,Shot Put - 4kg,f,12th Grade,MMAC Meet,34' 2.5,MI
2164,4809649,2014-May-17,Shot Put - 4kg,f,12th Grade,MHSAA Regional 33-4 @ Lutheran Westland,34' 4.5,MI
2165,4809649,2014-May-31,Shot Put - 4kg,f,12th Grade,MHSAA LP Division 4 Finals,35' 2.25,MI
2166,4809649,2014-May-17,Discus - 1kg,f,12th Grade,MHSAA Regional 33-4 @ Lutheran Westland,49' 9SR,MI
2167,4809649,2013-Apr-25,200 Meters,f,11th Grade,MMAC Meet,49.64c,MI
2168,4809649,2013-May-2,400 Meters,f,11th Grade,Consortium vs Allen Academy ,1:19.04c,MI
2169,4809649,2013-Apr-11,Shot Put - 4kg,f,11th Grade,MMAC Meet,29' 1.25,MI
2170,4809649,2013-Apr-18,Shot Put - 4kg,f,11th Grade,MMAC Conference Meet,31' 0,MI
2171,4809649,2013-Apr-25,Shot Put - 4kg,f,11th Grade,MMAC Meet,30' 10.75,MI
2172,4809649,2013-May-2,Shot Put - 4kg,f,11th Grade,Consortium vs Allen Academy ,30' 5,MI
2173,4809649,2013-May-7,Shot Put - 4kg,f,11th Grade,MMAC,33' 11,MI
2174,4809649,2013-May-18,Shot Put - 4kg,f,11th Grade,MHSAA Regional 33-4,33' 4,MI
2175,4809649,2013-May-22,Shot Put - 4kg,f,11th Grade,MMAC Championship,34' 8SR,MI
2176,4809649,2013-Apr-11,Discus - 1kg,f,11th Grade,MMAC Meet,61' 0,MI
2177,4809649,2013-May-2,Discus - 1kg,f,11th Grade,Consortium vs Allen Academy ,85' 0.25,MI
2178,4809649,2013-May-18,Discus - 1kg,f,11th Grade,MHSAA Regional 33-4,75' 10,MI
2179,4809649,2013-Apr-11,Long Jump,f,11th Grade,MMAC Meet,8' 2.5,MI
2180,2170849,2009-May-8,200 Meters,f,?,Wolverine Conference Meet,28.11,MI
2181,2170849,2009-May-8,200 Meters,f,?,Wolverine Conference Meet,29.42,MI
2182,2170849,2009-May-8,200 Meters,f,?,Wolverine Conference Meet,28.10SR,MI
2183,2170849,2009-May-8,"100m Hurdles - 33""",f,?,Wolverine Conference Meet,17.86,MI
2184,2170849,2009-May-8,"100m Hurdles - 33""",f,?,Wolverine Conference Meet,17.87,MI
2185,2170849,2009-May-8,"100m Hurdles - 33""",f,?,Wolverine Conference Meet,17.70,MI
2186,2170849,2009-May-8,"300m Hurdles - 30""",f,?,Wolverine Conference Meet,52.58SR,MI
